artista,genero,bpm,duracion_seg,clave_musical,modo,instrumental,con_voz,colaboracion,artista_colaborador,fecha_lanzamiento,año,mes,estacion,tipo_lanzamiento,popularidad,reproducciones_previas,hit_viral,dia_semana,trimestre
Maroon 5,Funk,86,302,10,0,0,1,1,Shawn Mendes,2021-10-07,2021,10,Otoño,Single,100.0,72.06322548955424,0,3,4
Adele,Rock,133,261,8,0,0,1,1,Lewis Capaldi,2021-10-08,2021,10,Otoño,Album,4.538192881904919,83.57267847459197,0,4,4
Jhayco,Rock,186,415,2,0,0,1,1,Bruno Mars,2021-10-09,2021,10,Otoño,Single,100.0,62.171953235625686,0,5,4
Imagine Dragons,Blues,95,395,4,1,0,1,0,,2021-10-10,2021,10,Otoño,Single,10.656001453762215,8.3959305126095,1,6,4
Anitta,Dance,154,246,10,0,0,1,0,,2021-10-13,2021,10,Otoño,Single,100.0,87.91381648285353,0,2,4
The Kid LAROI,Techno,145,309,4,1,1,0,1,Olivia Rodrigo,2021-10-16,2021,10,Otoño,Album,80.2802739743086,2.318126253865291,0,5,4
Rihanna,Rap,108,151,1,0,0,1,0,,2021-10-19,2021,10,Otoño,Single,100.0,17.224144506792417,0,1,4
Selena Gomez,Rock,90,137,10,1,0,1,0,,2021-10-21,2021,10,Otoño,Single,1.0,20.938127567553984,0,3,4
Anuel AA,Flamenco,105,208,8,0,1,0,0,,2021-10-22,2021,10,Otoño,Single,100.0,58.62993647542754,0,4,4
Kanye West,Pop Latino,101,141,8,0,1,0,1,Paulo Londra,2021-10-23,2021,10,Otoño,Album,100.0,68.63875475393245,0,5,4
The Weeknd,Synthwave,115,322,4,0,0,1,1,Selena Gomez,2021-10-28,2021,10,Otoño,Single,100.0,67.7086018956771,0,3,4
Charlie Puth,Funk,104,114,4,1,0,1,0,,2021-10-29,2021,10,Otoño,Single,1.0,2.7200092446853272,0,4,4
María Becerra,Jazz,87,242,7,1,0,1,0,,2021-10-29,2021,10,Otoño,Single,100.0,65.56968976135798,0,4,4
Rauw Alejandro,Country,76,170,8,0,0,1,1,María Becerra,2021-10-29,2021,10,Otoño,Single,100.0,43.799397568558504,0,4,4
Camila Cabello,Disco,74,216,7,1,0,1,0,,2021-10-30,2021,10,Otoño,Single,100.0,10.778318062851028,0,5,4
Feid,Punk,117,155,7,0,0,1,0,,2021-10-30,2021,10,Otoño,Single,100.0,12.44360532095328,0,5,4
Sam Smith,Funk,78,328,0,1,0,1,0,,2021-10-31,2021,10,Otoño,Single,100.0,78.82604026713001,0,6,4
Adele,Rock,179,198,1,0,1,0,1,Coldplay,2021-11-01,2021,11,Otoño,Album,44.11471160632219,15.843725706452691,0,0,4
Lewis Capaldi,Punk,156,203,10,1,1,0,0,,2021-11-01,2021,11,Otoño,Single,3.2054642150364243,15.90860582947985,0,0,4
BTS,House,163,161,6,0,1,0,0,,2021-11-04,2021,11,Otoño,Single,2.6971186522978723,18.9650480286862,0,3,4
Wisin & Yandel,Rock,175,473,4,1,0,1,1,Megan Thee Stallion,2021-11-05,2021,11,Otoño,Single,100.0,61.47891149848481,0,4,4
Charlie Puth,Funk,86,221,5,1,1,0,0,,2021-11-08,2021,11,Otoño,Album,1.0,1.16948315007955,0,0,4
Martin Garrix,Country,80,179,10,1,0,1,0,,2021-11-08,2021,11,Otoño,Single,100.0,78.76790030845223,0,0,4
Rihanna,Funk,110,148,10,0,0,1,1,Lil Uzi Vert,2021-11-08,2021,11,Otoño,Single,100.0,72.25628501692488,0,0,4
Myke Towers,Reggaeton,96,185,4,1,1,0,1,Demi Lovato,2021-11-12,2021,11,Otoño,Album,100.0,3.5157999560676165,1,4,4
Don Omar,Pop,104,286,8,0,1,0,0,,2021-11-15,2021,11,Otoño,Single,12.38291071403668,9.029754363160459,0,0,4
Harry Styles,Dance,148,533,7,1,0,1,0,,2021-11-15,2021,11,Otoño,Single,100.0,21.209913506436394,0,0,4
Bruno Mars,Rap,69,130,11,1,0,1,1,Don Omar,2021-11-16,2021,11,Otoño,Single,1.0,2.890735404028327,0,1,4
The Weeknd,Synthwave,114,419,5,0,0,1,1,Bad Bunny,2021-11-21,2021,11,Otoño,Single,100.0,69.3039290132318,0,6,4
Zara Larsson,Techno,189,247,5,1,0,1,0,,2021-11-21,2021,11,Otoño,Single,100.0,7.237731047741748,0,6,4
María Becerra,Jazz,97,394,5,1,1,0,0,,2021-11-24,2021,11,Otoño,Single,100.0,66.74229065706797,0,2,4
Twenty One Pilots,Electrónica,162,355,6,1,0,1,0,,2021-11-25,2021,11,Otoño,Album,1.0,4.29471546218566,0,3,4
Megan Thee Stallion,Drill,96,187,11,1,0,1,0,,2021-11-27,2021,11,Otoño,Album,1.0,27.709346708036538,0,5,4
Peso Pluma,Punk,137,239,3,1,0,1,1,Myke Towers,2021-11-29,2021,11,Otoño,Album,1.0,0.7754334827598997,0,0,4
Lil Nas X,Latino,109,119,7,1,1,0,1,The Kid LAROI,2021-12-02,2021,12,Invierno,Single,100.0,16.910793131367534,0,3,4
Ariana Grande,Techno,200,217,8,0,1,0,1,Tini,2021-12-03,2021,12,Invierno,Album,100.0,93.39249052017958,0,4,4
Lil Uzi Vert,Funk,123,248,11,1,1,0,1,Paulo Londra,2021-12-04,2021,12,Invierno,Album,55.591357705506354,12.925884845121985,1,5,4
Blackpink,Latino,101,424,9,1,0,1,1,Tini,2021-12-05,2021,12,Invierno,Album,100.0,51.804792787489156,0,6,4
Coldplay,Reggaeton,89,307,6,0,0,1,1,Sam Smith,2021-12-10,2021,12,Invierno,Single,1.1918762843568727,0.7448463863048886,0,4,4
Nicky Jam,Experimental,133,132,8,1,0,1,1,Young Thug,2021-12-11,2021,12,Invierno,Album,100.0,86.31792110178436,0,5,4
Eminem,Experimental,61,338,5,0,0,1,1,Bad Bunny,2021-12-15,2021,12,Invierno,Single,1.0,3.187210639198722,0,2,4
Rosalía,Clásica,129,251,1,1,1,0,1,BTS,2021-12-15,2021,12,Invierno,Single,8.636715743197513,6.286857352164457,0,2,4
Travis Scott,K-Pop,128,319,4,0,0,1,1,Lil Baby,2021-12-16,2021,12,Invierno,Single,100.0,62.691870189312816,0,3,4
Bad Bunny,Disco,108,292,9,0,0,1,0,,2021-12-17,2021,12,Invierno,Single,82.15502610295498,5.669242130699995,0,4,4
Cardi B,K-Pop,130,226,6,1,0,1,1,Selena Gomez,2021-12-18,2021,12,Invierno,Single,1.0,1.170248163719927,0,5,4
Harry Styles,Punk,98,262,4,0,0,1,0,,2021-12-18,2021,12,Invierno,Single,100.0,9.382333596225786,0,5,4
SZA,Techno,138,189,7,0,0,1,1,Harry Styles,2021-12-18,2021,12,Invierno,Single,1.0,1.4104831279807526,0,5,4
David Guetta,Jazz,110,197,0,0,0,1,0,,2021-12-20,2021,12,Invierno,Album,100.0,85.38499461702027,0,0,4
Farruko,Punk,182,243,0,1,0,1,0,,2021-12-22,2021,12,Invierno,Single,100.0,9.600000184783603,0,2,4
Post Malone,Disco,132,372,4,0,1,0,0,,2021-12-24,2021,12,Invierno,Single,100.0,78.23547421060721,0,4,4
Anuel AA,Flamenco,60,250,2,1,0,1,1,Camila Cabello,2021-12-25,2021,12,Invierno,Single,100.0,23.638684025223895,0,5,4
Nicki Minaj,Reggaeton,113,265,5,1,0,1,1,Myke Towers,2021-12-29,2021,12,Invierno,Album,100.0,13.355303109939227,0,2,4
Manuel Turizo,Drill,81,187,0,0,0,1,1,Demi Lovato,2022-01-02,2022,1,Invierno,Single,1.0,1.5592965435701411,0,6,1
Ozuna,Lofi,127,450,9,1,0,1,0,,2022-01-02,2022,1,Invierno,Album,100.0,81.42434420859134,1,6,1
Doja Cat,Experimental,133,297,1,1,0,1,1,Farruko,2022-01-03,2022,1,Invierno,Single,88.5937911856514,2.3724427424592194,0,0,1
Eminem,Experimental,84,185,8,0,1,0,0,,2022-01-03,2022,1,Invierno,Single,1.0,4.622828042127719,0,0,1
Paulo Londra,Hip Hop,111,393,7,0,0,1,1,Maluma,2022-01-03,2022,1,Invierno,Single,100.0,86.83789180427812,0,0,1
Taylor Swift,Funk,77,179,9,1,1,0,1,Alan Walker,2022-01-07,2022,1,Invierno,Album,1.0,4.491066079027568,0,4,1
Kanye West,Soul,127,185,6,0,0,1,0,,2022-01-08,2022,1,Invierno,Single,100.0,112.84027572716255,0,5,1
Calvin Harris,House,112,280,6,0,0,1,0,,2022-01-09,2022,1,Invierno,Single,100.0,21.618181076634745,0,6,1
Karol G,Indie,119,330,8,1,0,1,1,Lil Baby,2022-01-09,2022,1,Invierno,Single,100.0,14.285585334920096,0,6,1
Maluma,Hip Hop,115,213,1,0,0,1,1,Shakira,2022-01-13,2022,1,Invierno,Single,76.78922841034884,3.4597832176781873,0,3,1
Martin Garrix,Country,91,155,3,1,1,0,1,The Weeknd,2022-01-13,2022,1,Invierno,Single,100.0,29.02318246006721,0,3,1
Lil Uzi Vert,Funk,135,349,1,0,0,1,1,SZA,2022-01-16,2022,1,Invierno,Single,25.627977032629204,14.191547853133455,0,6,1
Sebastian Yatra,Folk,90,269,0,1,0,1,1,Shakira,2022-01-16,2022,1,Invierno,Album,1.0,17.585261170891258,0,6,1
Juice WRLD,Trap,107,321,4,0,0,1,0,,2022-01-17,2022,1,Invierno,Album,100.0,116.14170987431555,0,0,1
Anuel AA,Flamenco,128,259,6,0,0,1,0,,2022-01-19,2022,1,Invierno,Single,95.84769801017141,61.53706687923404,0,2,1
María Becerra,Soul,82,314,5,0,0,1,1,Sebastian Yatra,2022-01-20,2022,1,Invierno,Single,100.0,66.42979890418293,0,3,1
Young Thug,Trap,87,494,10,1,1,0,0,,2022-01-21,2022,1,Invierno,Single,100.0,90.49587966021093,0,4,1
Twenty One Pilots,Electrónica,105,544,9,0,1,0,0,,2022-01-23,2022,1,Invierno,Single,1.0,5.290201603451079,0,6,1
Coldplay,Reggaeton,94,248,5,0,0,1,0,,2022-01-24,2022,1,Invierno,Album,1.0,1.6319944265069564,0,0,1
Maluma,Hip Hop,152,254,5,0,0,1,0,,2022-01-24,2022,1,Invierno,Album,36.5471761474174,7.139674413048631,0,0,1
Katy Perry,Synthwave,126,350,5,0,1,0,0,,2022-01-25,2022,1,Invierno,Single,26.220467682779137,27.659571693462983,0,1,1
Manuel Turizo,Lofi,72,219,10,1,0,1,1,Ariana Grande,2022-02-03,2022,2,Invierno,Single,98.0172491328697,7.054498586516532,0,3,1
Calvin Harris,Folk,143,306,0,1,0,1,1,Shakira,2022-02-04,2022,2,Invierno,Single,100.0,70.15123115395085,0,4,1
Maluma,Hip Hop,150,144,3,1,0,1,0,,2022-02-04,2022,2,Invierno,Single,29.96567344300329,41.63822802147225,0,4,1
Drake,Clásica,131,391,10,0,0,1,0,,2022-02-09,2022,2,Invierno,Single,100.0,27.110122025259304,0,2,1
Halsey,Electrónica,91,276,1,1,0,1,0,,2022-02-10,2022,2,Invierno,Single,100.0,3.3510322887343102,0,3,1
Myke Towers,Reggaeton,107,248,11,0,0,1,1,Lady Gaga,2022-02-11,2022,2,Invierno,Album,100.0,11.239715687485097,0,4,1
Feid,Folk,156,202,10,0,0,1,1,Daddy Yankee,2022-02-12,2022,2,Invierno,Album,100.0,114.57905108494863,0,5,1
Dua Lipa,Reggaeton,71,246,7,0,0,1,1,Billie Eilish,2022-02-14,2022,2,Invierno,Single,100.0,73.77456701859802,0,0,1
María Becerra,Jazz,90,347,7,1,0,1,0,,2022-02-18,2022,2,Invierno,Single,100.0,65.93074642454584,0,4,1
Lady Gaga,Reggaeton,108,134,5,0,0,1,1,Demi Lovato,2022-02-19,2022,2,Invierno,Single,100.0,72.16202417909719,0,5,1
Maluma,Hip Hop,151,194,6,1,0,1,0,,2022-02-21,2022,2,Invierno,Single,16.894753893794704,9.200915185212564,0,0,1
Manuel Turizo,Lofi,103,265,9,0,0,1,1,Nicki Minaj,2022-02-21,2022,2,Invierno,Single,1.0,13.6522399937024,0,0,1
Twenty One Pilots,Jazz,197,287,9,0,0,1,0,,2022-02-22,2022,2,Invierno,Album,1.0,6.572699887560767,0,1,1
Demi Lovato,Metal,150,339,6,0,1,0,0,,2022-02-24,2022,2,Invierno,Single,100.0,12.875463627201643,0,3,1
The Kid LAROI,Metal,100,285,8,1,0,1,0,,2022-02-25,2022,2,Invierno,Single,1.7221317536187648,31.78966622723347,0,4,1
Calvin Harris,Trap,75,276,5,1,1,0,1,BTS,2022-02-27,2022,2,Invierno,Single,100.0,69.92738386829774,0,6,1
Lil Baby,Soul,74,262,11,0,1,0,1,Kanye West,2022-02-27,2022,2,Invierno,Album,100.0,27.484503200638287,0,6,1
Alan Walker,Pop Latino,89,294,3,0,0,1,1,Farruko,2022-03-01,2022,3,Primavera,Single,1.0,9.730560527639039,0,1,1
Cardi B,Jazz,110,382,2,0,0,1,0,,2022-03-01,2022,3,Primavera,Album,1.0,1.1630953834817108,0,1,1
Drake,Dance,95,485,2,0,0,1,1,Selena Gomez,2022-03-01,2022,3,Primavera,Single,100.0,78.80791539837617,0,1,1
Bruno Mars,Rap,70,186,1,1,1,0,1,Post Malone,2022-03-02,2022,3,Primavera,Single,1.0,18.0921157086833,0,2,1
Paulo Londra,Urbano,103,141,3,0,0,1,1,Post Malone,2022-03-02,2022,3,Primavera,Single,100.0,14.878379246363297,0,2,1
Billie Eilish,Reggaeton,87,265,9,1,1,0,0,,2022-03-04,2022,3,Primavera,Single,1.0,21.336863943745822,0,4,1
Daddy Yankee,Pop,81,158,10,1,0,1,0,,2022-03-04,2022,3,Primavera,Single,1.0,3.9508514468831097,0,4,1
J Balvin,Techno,134,244,0,1,1,0,1,Eminem,2022-03-07,2022,3,Primavera,Single,100.0,76.73552240916092,0,0,1
Bad Bunny,Disco,106,572,2,0,0,1,1,The Kid LAROI,2022-03-09,2022,3,Primavera,Single,1.1740386093944841,8.335518070267996,0,2,1
Shawn Mendes,Clásica,157,383,6,0,0,1,0,,2022-03-09,2022,3,Primavera,Single,100.0,83.32889823438558,0,2,1
Halsey,Funk,107,279,2,0,0,1,0,,2022-03-10,2022,3,Primavera,Single,100.0,2.1256118663266577,0,3,1
Rauw Alejandro,Country,76,156,6,1,0,1,1,Nicki Minaj,2022-03-10,2022,3,Primavera,Single,100.0,43.79474161670305,0,3,1
Young Thug,Experimental,131,529,11,1,0,1,1,Camila Cabello,2022-03-13,2022,3,Primavera,Single,100.0,76.71614497861779,0,6,1
Don Omar,Techno,90,127,10,1,0,1,1,Katy Perry,2022-03-16,2022,3,Primavera,Single,58.826964396674825,26.53298308572728,1,2,1
Travis Scott,K-Pop,112,202,11,1,1,0,0,,2022-03-20,2022,3,Primavera,Single,100.0,66.4510091004657,0,6,1
Feid,Drill,73,159,4,1,0,1,0,,2022-03-21,2022,3,Primavera,Single,100.0,125.9916960061975,0,0,1
Manuel Turizo,Lofi,110,215,1,1,1,0,0,,2022-03-23,2022,3,Primavera,Single,1.0,12.854665646400804,0,2,1
Don Omar,Experimental,85,234,7,1,1,0,1,Nicky Jam,2022-03-24,2022,3,Primavera,Album,100.0,1.3134744968309453,0,3,1
Justin Bieber,Electrónica,172,194,5,0,0,1,0,,2022-03-25,2022,3,Primavera,Single,100.0,3.0535657041019224,0,4,1
The Weeknd,Synthwave,92,476,4,1,0,1,0,,2022-03-25,2022,3,Primavera,Single,100.0,22.287259591985716,0,4,1
Alan Walker,Funk,65,161,5,1,0,1,1,Lewis Capaldi,2022-03-27,2022,3,Primavera,Single,1.0,1.1537639751780224,0,6,1
DaBaby,Indie,60,367,8,0,0,1,1,Karol G,2022-03-27,2022,3,Primavera,Single,100.0,20.71886736453955,0,6,1
Juice WRLD,Trap,108,371,4,1,0,1,1,Drake,2022-03-28,2022,3,Primavera,Album,100.0,0.8744471811311283,1,0,1
Wisin & Yandel,Country,138,206,0,1,0,1,0,,2022-03-31,2022,3,Primavera,Single,100.0,59.31407614386944,1,3,1
Lewis Capaldi,Punk,118,288,5,1,0,1,1,BTS,2022-04-01,2022,4,Primavera,Single,6.892884051700356,21.973367938209357,0,4,2
Beyoncé,Hip Hop,189,187,5,1,0,1,0,,2022-04-03,2022,4,Primavera,Single,1.0,2.3156678141601943,1,6,2
Young Thug,Rock,97,326,1,1,0,1,0,,2022-04-04,2022,4,Primavera,Single,100.0,78.20096103705562,0,0,2
Nicki Minaj,Alternativo,89,172,10,1,1,0,1,Adele,2022-04-05,2022,4,Primavera,Single,100.0,83.08477733234504,0,1,2
Calvin Harris,Folk,106,317,0,0,0,1,1,Billie Eilish,2022-04-06,2022,4,Primavera,Single,100.0,2.9611579219925668,1,2,2
Ed Sheeran,Metal,118,164,8,1,0,1,0,,2022-04-07,2022,4,Primavera,Single,100.0,116.45340080505969,0,3,2
Megan Thee Stallion,Drill,61,377,0,0,0,1,0,,2022-04-09,2022,4,Primavera,Album,1.0,26.159259480934185,0,5,2
Travis Scott,K-Pop,99,121,10,0,1,0,0,,2022-04-10,2022,4,Primavera,Single,100.0,64.66458319241605,0,6,2
Blackpink,Latino,95,234,8,0,1,0,0,,2022-04-13,2022,4,Primavera,Album,100.0,52.57238480217359,1,2,2
Katy Perry,Hip Hop,108,286,8,0,0,1,1,Beyoncé,2022-04-13,2022,4,Primavera,Single,100.0,11.040467861500744,0,2,2
Justin Bieber,Electrónica,158,227,0,0,0,1,1,Twenty One Pilots,2022-04-14,2022,4,Primavera,Single,78.41119655309032,70.61725474961437,0,3,2
Migos,R&B,74,213,4,1,0,1,1,Lady Gaga,2022-04-16,2022,4,Primavera,Single,1.0,16.64602525555468,0,5,2
Anuel AA,Flamenco,135,252,5,1,0,1,0,,2022-04-17,2022,4,Primavera,Single,100.0,60.914179799133876,0,6,2
Sam Smith,Funk,86,341,9,1,0,1,1,Lil Uzi Vert,2022-04-19,2022,4,Primavera,Single,100.0,0.4655803739609021,0,1,2
Ozuna,Lofi,72,251,8,1,0,1,0,,2022-04-20,2022,4,Primavera,Single,100.0,84.31182300980547,0,2,2
Alan Walker,Funk,154,297,4,1,0,1,0,,2022-04-23,2022,4,Primavera,Single,1.0,5.076195733296129,0,5,2
Katy Perry,Synthwave,125,218,4,1,1,0,1,The Weeknd,2022-04-23,2022,4,Primavera,Single,19.933232529598,23.556436828316297,0,5,2
Cardi B,K-Pop,121,510,1,1,0,1,0,,2022-04-24,2022,4,Primavera,Single,1.0,1.1337560324102587,0,6,2
Jack Harlow,Punk,100,329,5,1,0,1,0,,2022-04-24,2022,4,Primavera,Single,100.0,47.8705412558459,0,6,2
Jhayco,Rock,176,241,10,0,0,1,1,Zara Larsson,2022-04-24,2022,4,Primavera,Single,100.0,111.44821070984179,0,6,2
Camila Cabello,Disco,78,187,0,0,0,1,1,Tini,2022-04-26,2022,4,Primavera,Album,100.0,80.81680609857398,0,1,2
Taylor Swift,Funk,70,230,0,0,1,0,1,Rihanna,2022-04-26,2022,4,Primavera,Single,1.0,4.691819853453897,0,1,2
Anitta,Dance,136,152,8,1,0,1,0,,2022-04-28,2022,4,Primavera,Album,99.9798549309376,71.29869515984872,1,3,2
Ariana Grande,Techno,156,266,8,0,0,1,1,Tini,2022-04-29,2022,4,Primavera,Album,100.0,80.88996749888001,0,4,2
Young Thug,Experimental,76,288,1,1,0,1,0,,2022-04-29,2022,4,Primavera,Single,100.0,0.37352453508291084,0,4,2
Tini,Blues,114,267,4,0,0,1,1,Megan Thee Stallion,2022-04-30,2022,4,Primavera,Single,100.0,59.763953289999804,0,5,2
Jhayco,Rock,125,193,10,0,0,1,0,,2022-05-01,2022,5,Primavera,Album,100.0,121.65887505427197,0,6,2
Nicky Jam,Experimental,154,217,7,1,0,1,1,Don Omar,2022-05-01,2022,5,Primavera,Album,100.0,88.13401080354589,0,6,2
Ed Sheeran,Trap,95,222,8,1,1,0,0,,2022-05-02,2022,5,Primavera,Album,100.0,24.51127606499935,0,0,2
Martin Garrix,Country,89,219,2,0,0,1,1,Camila Cabello,2022-05-02,2022,5,Primavera,Single,100.0,78.53411812699942,0,0,2
Doja Cat,Latino,65,345,6,1,0,1,0,,2022-05-04,2022,5,Primavera,Single,6.5116606995496955,11.205490936553256,0,2,2
Coldplay,Reggaeton,120,246,7,0,0,1,1,Nicki Minaj,2022-05-05,2022,5,Primavera,Single,1.4233060649743274,13.584758459537142,0,3,2
Ozuna,Lofi,100,326,4,0,1,0,1,Manuel Turizo,2022-05-07,2022,5,Primavera,Single,100.0,0.5499856824375304,0,5,2
Adele,Rock,188,161,3,1,0,1,0,,2022-05-08,2022,5,Primavera,Single,100.0,39.71798645223673,0,6,2
Kanye West,Disco,119,164,7,1,0,1,0,,2022-05-08,2022,5,Primavera,Single,100.0,69.73536671764532,0,6,2
Selena Gomez,Folk,104,378,2,0,0,1,1,María Becerra,2022-05-10,2022,5,Primavera,Single,5.488836844226489,5.229482343214155,0,1,2
Sebastian Yatra,Pop Latino,95,186,10,0,0,1,1,Nicki Minaj,2022-05-16,2022,5,Primavera,Single,2.6398267076571087,1.2970580179680813,0,0,2
Doja Cat,Experimental,96,216,3,0,0,1,1,Megan Thee Stallion,2022-05-17,2022,5,Primavera,Single,1.0,6.202621657146065,0,1,2
Maroon 5,Flamenco,99,363,8,0,1,0,1,BTS,2022-05-18,2022,5,Primavera,Single,100.0,76.2486944005662,0,2,2
Paulo Londra,Urbano,87,217,7,0,0,1,1,Rosalía,2022-05-18,2022,5,Primavera,Single,100.0,12.433027910863133,0,2,2
Ed Sheeran,Metal,143,274,10,1,0,1,0,,2022-05-21,2022,5,Primavera,Single,100.0,4.57219576293796,0,5,2
SZA,Techno,167,150,0,1,0,1,1,J Balvin,2022-05-24,2022,5,Primavera,Album,1.0,3.442629551316928,0,1,2
Charlie Puth,Funk,96,292,2,1,1,0,0,,2022-05-25,2022,5,Primavera,Single,1.0,0.8040685892202126,0,2,2
Jack Harlow,Punk,139,234,5,0,0,1,0,,2022-05-26,2022,5,Primavera,Single,100.0,50.33693669469841,1,3,2
Zara Larsson,Techno,104,274,3,0,1,0,1,Katy Perry,2022-05-26,2022,5,Primavera,Single,100.0,18.319183207610315,0,3,2
Martin Garrix,Country,75,270,7,1,1,0,0,,2022-05-31,2022,5,Primavera,Album,100.0,77.50375226947597,1,1,2
David Guetta,K-Pop,81,216,8,0,0,1,1,Ed Sheeran,2022-06-01,2022,6,Verano,Single,100.0,85.12972034127777,0,2,2
Lil Uzi Vert,Funk,154,168,6,1,0,1,1,Halsey,2022-06-04,2022,6,Verano,Single,28.60402287432635,33.0128929657101,0,5,2
Cardi B,K-Pop,102,394,11,0,0,1,1,Ed Sheeran,2022-06-05,2022,6,Verano,Single,1.0,17.936200899417916,0,6,2
Myke Towers,Reggaeton,97,188,0,1,1,0,0,,2022-06-10,2022,6,Verano,Single,100.0,19.070678220170315,0,4,2
Post Malone,Disco,113,218,4,1,0,1,0,,2022-06-13,2022,6,Verano,Single,100.0,73.89908021854144,0,0,2
Imagine Dragons,Blues,121,427,4,1,0,1,0,,2022-06-14,2022,6,Verano,Single,15.750863716715617,9.197323015395414,0,1,2
Bruno Mars,Rap,94,264,11,0,0,1,1,Olivia Rodrigo,2022-06-18,2022,6,Verano,Single,1.0,12.65414581553637,0,5,2
Farruko,Punk,132,403,6,1,1,0,1,Jack Harlow,2022-06-18,2022,6,Verano,Single,100.0,79.83190812739748,0,5,2
Wisin & Yandel,Rock,95,302,6,0,0,1,1,Martin Garrix,2022-06-20,2022,6,Verano,Album,100.0,63.85044265067863,0,0,2
Myke Towers,Reggaeton,108,213,9,0,0,1,0,,2022-06-22,2022,6,Verano,Single,100.0,22.84619608209354,0,2,2
Peso Pluma,Punk,142,423,6,0,0,1,0,,2022-06-22,2022,6,Verano,Single,1.0,1.0,0,2,2
Travis Scott,K-Pop,128,206,4,1,0,1,1,Bruno Mars,2022-06-22,2022,6,Verano,Single,100.0,87.22715103651896,0,2,2
Martin Garrix,Country,103,157,2,1,0,1,1,Lady Gaga,2022-06-23,2022,6,Verano,Single,100.0,21.38504594166117,0,3,2
The Weeknd,Synthwave,93,432,9,0,0,1,0,,2022-06-26,2022,6,Verano,Single,100.0,122.92260775658714,0,6,2
Dua Lipa,Urbano,88,396,10,0,0,1,1,Paulo Londra,2022-06-27,2022,6,Verano,Single,5.095618335525637,118.15867338501013,0,0,2
Young Thug,Trap,132,454,5,0,0,1,0,,2022-06-27,2022,6,Verano,Album,100.0,78.79801577553955,0,0,2
Paulo Londra,Pop Latino,85,176,8,0,0,1,1,Travis Scott,2022-06-30,2022,6,Verano,Album,100.0,84.91428385079575,0,3,2
Bruno Mars,Rap,69,174,9,0,1,0,1,Billie Eilish,2022-07-08,2022,7,Verano,Single,1.4690562604060908,0.7962582555575082,1,4,3
Martin Garrix,Techno,120,151,0,0,0,1,0,,2022-07-08,2022,7,Verano,Album,100.0,17.306379590301145,0,4,3
Ozuna,Lofi,60,290,7,0,0,1,0,,2022-07-08,2022,7,Verano,Album,100.0,83.06762171333622,0,4,3
Eminem,Experimental,81,284,5,1,0,1,1,Beyoncé,2022-07-09,2022,7,Verano,Single,1.0,4.678441590777944,0,5,3
BTS,House,139,151,2,1,0,1,0,,2022-07-10,2022,7,Verano,Single,4.498239154823258,7.249547042696289,0,6,3
Post Malone,Disco,86,439,8,0,1,0,1,Kanye West,2022-07-12,2022,7,Verano,Single,100.0,24.044537094169847,0,1,3
Juice WRLD,Reggaeton,149,229,1,0,0,1,1,Nicki Minaj,2022-07-13,2022,7,Verano,Album,100.0,4.981533467110191,0,2,3
Rosalía,Clásica,140,162,2,1,0,1,1,Ariana Grande,2022-07-13,2022,7,Verano,Single,28.24169772977727,6.003149189681326,0,2,3
Daddy Yankee,Pop,78,192,1,0,1,0,1,Anitta,2022-07-14,2022,7,Verano,Album,1.0,2.3137420145205247,0,3,3
Rihanna,Funk,106,113,10,1,1,0,0,,2022-07-14,2022,7,Verano,Single,100.0,122.64064830497823,0,3,3
Wisin & Yandel,Rock,124,330,9,1,0,1,1,Martin Garrix,2022-07-14,2022,7,Verano,Single,6.66085996351017,13.062521863642043,0,3,3
Harry Styles,Funk,167,296,4,1,1,0,0,,2022-07-15,2022,7,Verano,Single,100.0,85.2262924674856,0,4,3
Lil Nas X,Indie,131,104,10,0,1,0,0,,2022-07-15,2022,7,Verano,Single,100.0,29.926156821248302,0,4,3
SZA,Techno,130,348,7,1,0,1,1,Eminem,2022-07-20,2022,7,Verano,Album,1.0,26.74256601076504,1,2,3
Daddy Yankee,Indie,121,227,4,1,0,1,0,,2022-07-25,2022,7,Verano,Single,1.4462940036837946,4.048583203441969,0,0,3
Wisin & Yandel,Techno,163,320,3,0,1,0,1,Zara Larsson,2022-08-06,2022,8,Verano,Single,100.0,65.5088328488469,0,5,3
Harry Styles,Drill,185,415,2,1,0,1,1,Megan Thee Stallion,2022-08-07,2022,8,Verano,Album,100.0,123.1330039321635,0,6,3
Lil Nas X,Indie,126,134,10,1,0,1,0,,2022-08-08,2022,8,Verano,Album,100.0,19.27762055546276,0,0,3
Migos,Indie,111,153,1,1,1,0,0,,2022-08-10,2022,8,Verano,Single,1.0,0.9667436672006517,0,2,3
Rihanna,Funk,103,140,8,1,0,1,0,,2022-08-11,2022,8,Verano,Single,100.0,72.52309256863306,0,3,3
Lil Baby,Soul,91,396,0,1,0,1,1,Calvin Harris,2022-08-17,2022,8,Verano,Album,100.0,92.53104028563757,0,2,3
Martin Garrix,Country,78,94,7,0,0,1,0,,2022-08-17,2022,8,Verano,Single,100.0,80.83989799644164,0,2,3
Rauw Alejandro,Country,110,203,2,1,0,1,0,,2022-08-17,2022,8,Verano,Single,100.0,25.868239188012783,0,2,3
Lewis Capaldi,Punk,187,201,5,0,1,0,1,Drake,2022-08-20,2022,8,Verano,Single,9.748350418897436,7.256532681469174,0,5,3
