artista,genero,bpm,duracion_seg,clave_musical,modo,instrumental,con_voz,colaboracion,artista_colaborador,fecha_lanzamiento,año,mes,dia_semana,estacion,tipo_lanzamiento,calidad_intrinseca,popularidad,categoria_popularidad,exito,hit_viral
Cardi B,Metal,87,179,2,0,0,1,1,Selena Gomez,2022-10-24,2022,10,0,Otoño,Single,75,60.64,Media,1,0
Drake,Disco,83,249,6,1,0,1,1,Rosalía,2022-10-26,2022,10,2,Otoño,Album,62,59.84,Media,1,0
Halsey,Synthwave,121,185,11,0,0,1,0,,2022-10-26,2022,10,2,Otoño,Album,80,65.29,Media,1,0
Justin Bieber,Funk,112,144,7,0,0,1,0,,2022-10-26,2022,10,2,Otoño,Single,53,55.56,Media,1,0
Tini,Electrónica,97,234,9,0,0,1,1,Jhayco,2022-10-26,2022,10,2,Otoño,Album,32,41.58,Media,0,0
The Weeknd,Techno,151,186,6,1,0,1,0,,2022-10-29,2022,10,5,Otoño,Single,79,54.2,Media,1,0
Nicki Minaj,Electrónica,131,180,8,1,0,1,1,Karol G,2022-11-01,2022,11,1,Otoño,Single,80,61.15,Media,1,0
Shakira,Blues,111,214,6,0,0,1,0,,2022-11-02,2022,11,2,Otoño,Single,52,51.53,Media,1,0
Post Malone,Pop Latino,98,182,1,0,0,1,1,Lewis Capaldi,2022-11-04,2022,11,4,Otoño,Album,44,53.36,Media,1,0
BTS,Lofi,102,275,6,0,0,1,0,,2022-11-05,2022,11,5,Otoño,Single,38,46.25,Media,0,0
David Guetta,Reggaeton,128,248,11,1,0,1,0,,2022-11-07,2022,11,0,Otoño,Single,49,42.53,Media,0,0
Doja Cat,Flamenco,91,238,1,1,0,1,0,,2022-11-07,2022,11,0,Otoño,Album,43,32.9,Media,0,0
Manuel Turizo,Pop,113,229,0,1,0,1,1,DaBaby,2022-11-08,2022,11,1,Otoño,Single,46,40.61,Media,0,0
Lady Gaga,Rock,128,195,6,1,0,1,1,Young Thug,2022-11-10,2022,11,3,Otoño,Single,53,42.54,Media,0,0
Maroon 5,Rap,134,154,8,0,0,1,0,,2022-11-10,2022,11,3,Otoño,Single,73,68.52,Media,1,0
Ozuna,Folk,125,228,4,0,0,1,0,,2022-11-10,2022,11,3,Otoño,Single,87,63.35,Media,1,0
Karol G,Flamenco,108,180,1,1,0,1,0,,2022-11-11,2022,11,4,Otoño,Single,71,50.82,Media,1,0
Camila Cabello,Country,102,202,8,0,0,1,0,,2022-11-13,2022,11,6,Otoño,Single,51,54.05,Media,1,0
Daddy Yankee,Indie,100,216,9,0,0,1,0,,2022-11-17,2022,11,3,Otoño,Album,65,100.0,Alta,1,1
Rihanna,K-Pop,111,160,2,1,0,1,0,,2022-11-17,2022,11,3,Otoño,Single,34,24.75,Baja,0,0
María Becerra,Indie,85,219,8,1,1,0,0,,2022-11-20,2022,11,6,Otoño,Album,75,63.74,Media,1,0
Sebastian Yatra,Folk,92,179,1,0,1,0,0,,2022-11-20,2022,11,6,Otoño,Single,54,61.86,Media,1,0
Manuel Turizo,Indie,123,178,7,1,0,1,0,,2022-11-21,2022,11,0,Otoño,Single,57,44.1,Media,0,0
Wisin & Yandel,Jazz,88,225,3,1,0,1,1,Twenty One Pilots,2022-11-21,2022,11,0,Otoño,Single,64,69.16,Media,1,0
Zara Larsson,Lofi,104,170,4,0,1,0,0,,2022-11-21,2022,11,0,Otoño,Album,83,61.32,Media,1,0
Sam Smith,Funk,72,235,4,1,0,1,0,,2022-11-23,2022,11,2,Otoño,Single,84,58.35,Media,1,0
Anitta,Pop Latino,158,253,8,1,0,1,0,,2022-11-24,2022,11,3,Otoño,Single,29,48.69,Media,0,0
Lil Uzi Vert,Rock,105,212,4,0,0,1,0,,2022-11-29,2022,11,1,Otoño,Album,31,66.85,Media,1,1
Farruko,Funk,104,250,9,1,1,0,0,,2022-12-01,2022,12,3,Invierno,Album,53,43.41,Media,0,0
Young Thug,Alternativo,81,174,4,0,0,1,0,,2022-12-01,2022,12,3,Invierno,Single,79,67.02,Media,1,0
The Kid LAROI,Folk,103,215,0,1,0,1,0,,2022-12-06,2022,12,1,Invierno,Single,81,42.37,Media,0,0
Maluma,Indie,85,229,6,1,0,1,0,,2022-12-08,2022,12,3,Invierno,Album,73,46.94,Media,0,0
Coldplay,Trap,120,213,6,1,0,1,1,Rihanna,2022-12-09,2022,12,4,Invierno,Album,44,63.8,Media,1,0
Martin Garrix,Drill,71,163,10,1,0,1,0,,2022-12-10,2022,12,5,Invierno,Single,64,56.84,Media,1,0
Feid,Trap,100,239,7,0,0,1,0,,2022-12-11,2022,12,6,Invierno,Album,87,47.11,Media,0,0
Megan Thee Stallion,House,142,175,5,1,0,1,0,,2022-12-11,2022,12,6,Invierno,Single,47,60.31,Media,1,0
Harry Styles,Funk,83,154,8,0,0,1,1,Drake,2022-12-12,2022,12,0,Invierno,Single,78,60.06,Media,1,0
Imagine Dragons,Jazz,140,273,9,0,0,1,0,,2022-12-12,2022,12,0,Invierno,Single,37,30.51,Media,0,0
Don Omar,Punk,177,233,1,0,0,1,0,,2022-12-16,2022,12,4,Invierno,Single,40,46.68,Media,0,0
Jack Harlow,R&B,93,160,8,0,0,1,0,,2022-12-16,2022,12,4,Invierno,Single,37,59.19,Media,1,0
Lewis Capaldi,Pop Latino,98,236,9,1,0,1,0,,2022-12-17,2022,12,5,Invierno,Single,57,56.35,Media,1,0
Rosalía,K-Pop,99,233,7,0,1,0,1,Tini,2022-12-17,2022,12,5,Invierno,Album,38,59.63,Media,1,0
María Becerra,Reggaeton,90,204,8,0,0,1,0,,2022-12-18,2022,12,6,Invierno,Single,75,65.34,Media,1,0
Bruno Mars,Urbano,99,148,0,0,0,1,1,Don Omar,2022-12-19,2022,12,0,Invierno,Single,71,68.42,Media,1,0
The Kid LAROI,Synthwave,86,192,1,1,0,1,1,Eminem,2022-12-19,2022,12,0,Invierno,Single,54,34.53,Media,0,0
Lil Baby,Trap,96,238,8,0,0,1,0,,2022-12-21,2022,12,2,Invierno,Single,68,66.72,Media,1,0
Eminem,Funk,113,235,4,0,0,1,1,Jack Harlow,2022-12-23,2022,12,4,Invierno,Single,84,61.2,Media,1,0
Paulo Londra,Techno,131,233,2,1,1,0,1,Anitta,2022-12-23,2022,12,4,Invierno,Single,44,64.47,Media,1,0
Peso Pluma,Country,86,238,4,0,0,1,1,Young Thug,2022-12-29,2022,12,3,Invierno,Single,35,31.73,Media,0,0
Harry Styles,Funk,106,155,8,1,0,1,0,,2022-12-30,2022,12,4,Invierno,Album,27,24.39,Baja,0,0
Ed Sheeran,Rock,132,169,3,0,0,1,0,,2022-12-31,2022,12,5,Invierno,Single,59,40.09,Media,0,0
Justin Bieber,Trap,122,294,6,0,1,0,1,Charlie Puth,2023-01-05,2023,1,3,Invierno,Album,48,48.51,Media,0,0
Megan Thee Stallion,House,149,177,0,1,1,0,0,,2023-01-05,2023,1,3,Invierno,Album,39,41.65,Media,0,0
Eminem,Experimental,87,237,4,1,1,0,0,,2023-01-06,2023,1,4,Invierno,Single,81,46.65,Media,0,0
Lil Nas X,Blues,100,197,2,1,0,1,0,,2023-01-07,2023,1,5,Invierno,Single,30,49.39,Media,0,0
Blackpink,Reggaeton,101,202,1,0,0,1,1,SZA,2023-01-09,2023,1,0,Invierno,Single,76,60.11,Media,1,0
Don Omar,Punk,133,184,2,0,0,1,0,,2023-01-13,2023,1,4,Invierno,Single,66,50.58,Media,1,0
Migos,Tropical,107,207,3,0,1,0,0,,2023-01-14,2023,1,5,Invierno,Album,36,43.51,Media,0,0
Feid,Trap,67,235,9,0,0,1,0,,2023-01-18,2023,1,2,Invierno,Single,86,36.95,Media,0,0
Jhayco,Clásica,145,262,6,1,0,1,1,Charlie Puth,2023-01-18,2023,1,2,Invierno,Single,55,57.78,Media,1,0
Beyoncé,Pop Latino,157,207,2,0,0,1,0,,2023-01-19,2023,1,3,Invierno,Single,62,59.48,Media,1,0
Billie Eilish,K-Pop,110,191,11,0,0,1,0,,2023-01-20,2023,1,4,Invierno,Single,34,49.98,Media,0,0
Juice WRLD,Experimental,97,206,8,1,0,1,1,Rauw Alejandro,2023-01-22,2023,1,6,Invierno,Album,44,42.29,Media,0,0
Sebastian Yatra,Folk,95,238,6,1,0,1,0,,2023-01-22,2023,1,6,Invierno,Single,61,63.92,Media,1,0
Bad Bunny,Pop,102,212,5,1,1,0,0,,2023-01-25,2023,1,2,Invierno,Single,61,57.37,Media,1,0
DaBaby,Synthwave,86,149,1,0,1,0,1,Miley Cyrus,2023-01-28,2023,1,5,Invierno,Single,72,53.22,Media,1,0
Twenty One Pilots,Jazz,102,169,2,0,0,1,0,,2023-01-28,2023,1,5,Invierno,Album,35,49.17,Media,0,0
Ed Sheeran,Rock,169,223,3,1,0,1,1,Tini,2023-01-31,2023,1,1,Invierno,Album,89,42.52,Media,0,0
Post Malone,R&B,100,189,6,0,0,1,1,Calvin Harris,2023-01-31,2023,1,1,Invierno,Single,74,63.56,Media,1,0
Adele,Tropical,111,191,10,0,0,1,0,,2023-02-06,2023,2,0,Invierno,Single,40,44.39,Media,0,0
Kanye West,Lofi,119,179,8,1,1,0,1,Maroon 5,2023-02-07,2023,2,1,Invierno,Album,50,32.0,Media,0,0
Beyoncé,House,132,181,7,1,0,1,0,,2023-02-09,2023,2,3,Invierno,Single,41,44.82,Media,0,0
Doja Cat,Soul,113,207,1,0,0,1,0,,2023-02-10,2023,2,4,Invierno,Album,68,66.37,Media,1,1
Martin Garrix,Dance,140,191,10,1,0,1,0,,2023-02-10,2023,2,4,Invierno,Single,30,36.61,Media,0,0
Alan Walker,Trap,111,215,2,0,0,1,0,,2023-02-11,2023,2,5,Invierno,Album,55,57.13,Media,1,0
J Balvin,Rock,172,263,6,0,0,1,0,,2023-02-12,2023,2,6,Invierno,Album,86,45.9,Media,0,0
Nicki Minaj,Electrónica,148,188,9,0,0,1,0,,2023-02-12,2023,2,6,Invierno,Single,85,51.64,Media,1,0
Rauw Alejandro,Jazz,96,200,1,0,0,1,1,Wisin & Yandel,2023-02-12,2023,2,6,Invierno,Single,65,65.2,Media,1,0
Ariana Grande,Dance,103,217,11,1,0,1,0,,2023-02-14,2023,2,1,Invierno,Single,49,44.35,Media,0,0
The Weeknd,Techno,162,163,0,0,1,0,0,,2023-02-15,2023,2,2,Invierno,Single,77,47.23,Media,0,0
Ozuna,Techno,101,244,9,1,1,0,0,,2023-02-16,2023,2,3,Invierno,Album,86,59.12,Media,1,0
Farruko,Funk,104,252,2,1,0,1,0,,2023-02-19,2023,2,6,Invierno,Single,61,47.82,Media,0,0
Anitta,Punk,126,201,4,0,0,1,0,,2023-02-20,2023,2,0,Invierno,Single,63,58.44,Media,1,0
Maroon 5,Rap,138,256,5,1,0,1,0,,2023-02-21,2023,2,1,Invierno,Album,59,54.03,Media,1,0
Nicky Jam,Rock,119,258,11,0,0,1,0,,2023-02-22,2023,2,2,Invierno,Single,34,27.63,Baja,0,0
Kendrick Lamar,Soul,125,203,0,1,0,1,0,,2023-02-23,2023,2,3,Invierno,Single,70,42.24,Media,0,0
Paulo Londra,Techno,148,173,3,1,1,0,1,Demi Lovato,2023-02-23,2023,2,3,Invierno,Single,55,63.92,Media,1,0
Rosalía,Disco,110,177,1,0,1,0,0,,2023-02-25,2023,2,5,Invierno,Single,86,54.75,Media,1,0
Sam Smith,Trap,88,178,7,0,0,1,0,,2023-02-25,2023,2,5,Invierno,Album,46,46.83,Media,0,0
SZA,Rap,129,202,7,0,0,1,0,,2023-02-28,2023,2,1,Invierno,Album,34,24.78,Baja,0,0
BTS,Clásica,95,271,1,0,0,1,0,,2023-03-01,2023,3,2,Primavera,Single,77,58.8,Media,1,0
Post Malone,Blues,104,178,6,0,0,1,0,,2023-03-04,2023,3,5,Primavera,Single,63,62.71,Media,1,0
Lil Baby,K-Pop,91,237,7,1,0,1,0,,2023-03-07,2023,3,1,Primavera,Single,66,71.67,Alta,1,0
Lil Nas X,Blues,127,207,2,0,0,1,0,,2023-03-08,2023,3,2,Primavera,Single,51,52.97,Media,1,0
María Becerra,Reggaeton,88,198,8,1,0,1,1,DaBaby,2023-03-11,2023,3,5,Primavera,Album,38,51.78,Media,1,0
Beyoncé,House,121,204,11,0,0,1,0,,2023-03-13,2023,3,0,Primavera,Single,45,61.1,Media,1,0
Maluma,Indie,115,220,5,0,1,0,0,,2023-03-13,2023,3,0,Primavera,Single,60,45.49,Media,0,0
BTS,Clásica,130,202,8,1,1,0,0,,2023-03-14,2023,3,1,Primavera,Single,72,73.18,Alta,1,0
Katy Perry,Lofi,87,205,7,1,0,1,0,,2023-03-14,2023,3,1,Primavera,Single,70,100.0,Alta,1,1
Lady Gaga,Rock,129,173,2,1,0,1,0,,2023-03-15,2023,3,2,Primavera,Single,49,40.2,Media,0,0
Calvin Harris,Pop,113,161,6,0,0,1,1,Zara Larsson,2023-03-16,2023,3,3,Primavera,Single,68,75.14,Alta,1,0
Zara Larsson,K-Pop,80,200,7,0,0,1,0,,2023-03-16,2023,3,3,Primavera,Single,46,58.24,Media,1,0
Blackpink,Reggaeton,85,250,2,0,0,1,1,María Becerra,2023-03-19,2023,3,6,Primavera,Single,73,78.53,Alta,1,0
Olivia Rodrigo,Reggaeton,102,170,4,1,0,1,0,,2023-03-19,2023,3,6,Primavera,Single,83,64.92,Media,1,0
Don Omar,Punk,166,227,7,0,0,1,0,,2023-03-20,2023,3,0,Primavera,Single,59,52.65,Media,1,0
Nicki Minaj,Reggaeton,155,159,8,0,0,1,1,Kanye West,2023-03-20,2023,3,0,Primavera,Single,35,45.38,Media,0,0
Charlie Puth,Drill,127,221,1,1,0,1,0,,2023-03-21,2023,3,1,Primavera,Album,80,80.32,Alta,1,0
Travis Scott,Tropical,96,215,5,1,0,1,1,Olivia Rodrigo,2023-03-23,2023,3,3,Primavera,Single,36,42.71,Media,0,0
J Balvin,Rock,110,186,7,0,0,1,0,,2023-03-24,2023,3,4,Primavera,Album,79,52.48,Media,1,0
Manuel Turizo,Flamenco,77,171,0,0,0,1,0,,2023-03-24,2023,3,4,Primavera,Album,46,71.82,Alta,1,1
Daddy Yankee,Indie,104,255,9,1,0,1,1,Selena Gomez,2023-03-27,2023,3,0,Primavera,Album,37,66.62,Media,1,0
Rihanna,Metal,120,188,3,0,0,1,1,Maluma,2023-03-27,2023,3,0,Primavera,Single,87,59.13,Media,1,0
Jhayco,Electrónica,137,213,4,1,0,1,0,,2023-03-29,2023,3,2,Primavera,Single,71,53.89,Media,1,0
Post Malone,Pop Latino,126,224,10,0,0,1,0,,2023-03-30,2023,3,3,Primavera,Album,47,53.18,Media,1,0
Taylor Swift,Flamenco,83,247,0,0,0,1,0,,2023-04-01,2023,4,5,Primavera,Album,67,67.49,Media,1,0
Camila Cabello,Clásica,110,229,8,1,1,0,0,,2023-04-03,2023,4,0,Primavera,Single,65,51.9,Media,1,0
Myke Towers,Flamenco,117,263,11,1,0,1,0,,2023-04-06,2023,4,3,Primavera,Single,59,46.64,Media,0,0
Katy Perry,Lofi,89,280,5,0,0,1,0,,2023-04-07,2023,4,4,Primavera,Single,74,63.1,Media,1,0
Selena Gomez,Metal,134,226,2,0,1,0,0,,2023-04-07,2023,4,4,Primavera,Single,78,69.79,Media,1,0
Cardi B,Metal,94,157,11,1,0,1,0,,2023-04-09,2023,4,6,Primavera,Single,38,56.08,Media,1,0
Sam Smith,Trap,81,221,4,0,0,1,1,Cardi B,2023-04-09,2023,4,6,Primavera,Single,88,100.0,Alta,1,0
Anuel AA,Jazz,74,196,11,1,0,1,0,,2023-04-11,2023,4,1,Primavera,Single,85,65.01,Media,1,0
Dua Lipa,Reggaeton,100,242,1,1,0,1,0,,2023-04-12,2023,4,2,Primavera,Album,55,77.12,Alta,1,0
J Balvin,Rock,157,179,8,0,0,1,0,,2023-04-16,2023,4,6,Primavera,Single,84,53.65,Media,1,0
The Kid LAROI,Folk,80,204,9,1,0,1,0,,2023-04-18,2023,4,1,Primavera,Album,57,33.03,Media,0,0
Harry Styles,Funk,116,226,11,1,0,1,1,Karol G,2023-04-19,2023,4,2,Primavera,Single,74,54.74,Media,1,0
Calvin Harris,Pop,116,174,8,1,0,1,1,Daddy Yankee,2023-04-20,2023,4,3,Primavera,Album,41,52.65,Media,1,0
Kanye West,Lofi,97,146,3,0,1,0,0,,2023-04-20,2023,4,3,Primavera,Single,73,44.15,Media,0,0
Tini,Reggaeton,100,221,7,0,0,1,0,,2023-04-21,2023,4,4,Primavera,Album,80,70.78,Alta,1,0
Jack Harlow,R&B,73,189,5,1,0,1,0,,2023-04-23,2023,4,6,Primavera,Album,41,57.35,Media,1,0
Olivia Rodrigo,Reggaeton,106,236,5,0,1,0,0,,2023-04-23,2023,4,6,Primavera,Single,73,63.68,Media,1,0
Nicki Minaj,Flamenco,160,193,6,0,0,1,0,,2023-04-24,2023,4,0,Primavera,Album,62,63.15,Media,1,0
Blackpink,Reggaeton,90,244,6,1,0,1,0,,2023-04-25,2023,4,1,Primavera,Single,71,68.39,Media,1,0
Miley Cyrus,Drill,86,191,10,1,0,1,1,Juice WRLD,2023-04-25,2023,4,1,Primavera,Single,84,83.12,Alta,1,0
Twenty One Pilots,Funk,88,160,3,0,0,1,0,,2023-04-28,2023,4,4,Primavera,Album,36,52.71,Media,1,0
Coldplay,Trap,110,252,6,1,1,0,1,Feid,2023-05-01,2023,5,0,Primavera,Single,69,84.18,Alta,1,0
Bad Bunny,Reggaeton,95,170,2,1,0,1,0,,2023-05-02,2023,5,1,Primavera,Single,54,56.16,Media,1,0
Demi Lovato,Indie,128,223,10,0,0,1,0,,2023-05-03,2023,5,2,Primavera,Single,74,66.32,Media,1,0
Halsey,Synthwave,120,218,10,0,1,0,0,,2023-05-03,2023,5,2,Primavera,Single,33,42.14,Media,0,0
Manuel Turizo,Flamenco,113,271,3,0,0,1,0,,2023-05-03,2023,5,2,Primavera,Album,48,37.34,Media,0,0
Rosalía,Disco,104,237,0,0,0,1,0,,2023-05-05,2023,5,4,Primavera,Album,73,62.78,Media,1,0
Young Thug,House,81,170,7,0,0,1,1,Megan Thee Stallion,2023-05-05,2023,5,4,Primavera,Album,39,50.09,Media,1,0
Camila Cabello,Country,113,221,7,0,0,1,0,,2023-05-06,2023,5,5,Primavera,Single,70,94.81,Alta,1,1
Eminem,Funk,79,189,8,0,0,1,0,,2023-05-07,2023,5,6,Primavera,Single,71,55.68,Media,1,0
Megan Thee Stallion,Trap,154,179,6,0,1,0,1,Katy Perry,2023-05-09,2023,5,1,Primavera,Single,54,86.37,Alta,1,0
Taylor Swift,Country,106,249,0,1,0,1,1,Eminem,2023-05-09,2023,5,1,Primavera,Single,52,72.68,Alta,1,0
Nicky Jam,Rock,143,241,1,0,0,1,0,,2023-05-10,2023,5,2,Primavera,Album,46,31.75,Media,0,0
Wisin & Yandel,Jazz,86,215,2,0,0,1,0,,2023-05-12,2023,5,4,Primavera,Single,82,73.02,Alta,1,0
Rauw Alejandro,Indie,123,247,9,1,0,1,0,,2023-05-13,2023,5,5,Primavera,Single,74,62.35,Media,1,0
María Becerra,Country,105,201,2,1,0,1,1,Taylor Swift,2023-05-14,2023,5,6,Primavera,Single,75,82.47,Alta,1,0
Drake,Hip Hop,119,216,5,0,0,1,0,,2023-05-15,2023,5,0,Primavera,Single,67,61.06,Media,1,0
Camila Cabello,Country,110,229,4,0,1,0,0,,2023-05-17,2023,5,2,Primavera,Single,63,56.8,Media,1,0
Ozuna,Urbano,124,200,4,0,0,1,1,Kanye West,2023-05-20,2023,5,5,Primavera,Single,55,67.59,Media,1,0
Calvin Harris,Pop,117,182,8,1,0,1,1,Bad Bunny,2023-05-22,2023,5,0,Primavera,Single,73,67.01,Media,1,0
Lady Gaga,Pop Latino,129,198,0,1,0,1,0,,2023-05-23,2023,5,1,Primavera,Album,79,47.98,Media,0,0
Shawn Mendes,Country,94,192,10,1,0,1,0,,2023-05-23,2023,5,1,Primavera,Single,76,46.41,Media,0,0
María Becerra,Latino,101,171,4,1,0,1,0,,2023-05-24,2023,5,2,Primavera,Album,45,59.74,Media,1,0
Don Omar,Punk,142,242,2,1,0,1,0,,2023-05-26,2023,5,4,Primavera,Single,62,57.06,Media,1,0
Paulo Londra,Techno,127,161,1,0,0,1,0,,2023-05-28,2023,5,6,Primavera,Album,50,62.53,Media,1,0
Kanye West,Tropical,112,158,9,0,0,1,1,María Becerra,2023-05-29,2023,5,0,Primavera,Album,33,36.59,Media,0,0
Lil Baby,R&B,93,205,7,1,0,1,0,,2023-05-31,2023,5,2,Primavera,Single,38,55.31,Media,1,0
Nicky Jam,Rock,162,200,9,0,0,1,0,,2023-06-02,2023,6,4,Verano,Album,77,55.24,Media,1,0
The Weeknd,Techno,154,130,7,1,1,0,1,Imagine Dragons,2023-06-02,2023,6,4,Verano,Single,44,59.07,Media,1,0
DaBaby,Experimental,114,242,8,0,0,1,0,,2023-06-03,2023,6,5,Verano,Album,53,42.64,Media,0,0
Wisin & Yandel,Clásica,94,213,0,1,0,1,0,,2023-06-03,2023,6,5,Verano,Single,47,60.45,Media,1,0
Maluma,Indie,101,224,11,0,0,1,0,,2023-06-04,2023,6,6,Verano,Single,53,40.86,Media,0,0
Imagine Dragons,Electrónica,115,229,11,1,1,0,0,,2023-06-05,2023,6,0,Verano,Single,90,63.61,Media,1,0
Beyoncé,House,141,199,4,1,0,1,0,,2023-06-06,2023,6,1,Verano,Single,50,72.56,Alta,1,0
Coldplay,Trap,100,198,1,0,1,0,0,,2023-06-06,2023,6,1,Verano,Single,64,81.73,Alta,1,0
Alan Walker,Trap,78,202,0,0,0,1,1,Manuel Turizo,2023-06-08,2023,6,3,Verano,Single,42,62.58,Media,1,0
Lil Uzi Vert,Indie,127,210,0,0,0,1,0,,2023-06-10,2023,6,5,Verano,Single,79,78.58,Alta,1,0
Shawn Mendes,R&B,98,174,8,1,1,0,1,Karol G,2023-06-13,2023,6,1,Verano,Album,49,59.18,Media,1,0
Myke Towers,Flamenco,106,276,1,1,0,1,1,Doja Cat,2023-06-18,2023,6,6,Verano,Single,30,36.22,Media,0,0
Nicky Jam,Rock,121,186,10,0,0,1,1,Ed Sheeran,2023-06-18,2023,6,6,Verano,Album,90,62.4,Media,1,0
Rihanna,Trap,84,178,11,1,0,1,0,,2023-06-19,2023,6,0,Verano,Album,51,37.93,Media,0,0
Calvin Harris,Dance,122,187,6,0,0,1,0,,2023-06-20,2023,6,1,Verano,Single,62,100.0,Alta,1,1
Cardi B,Metal,112,127,11,0,1,0,1,Maluma,2023-06-20,2023,6,1,Verano,Album,73,94.63,Alta,1,0
Justin Bieber,Pop,90,230,5,1,0,1,0,,2023-06-21,2023,6,2,Verano,Album,68,67.54,Media,1,0
Shakira,Clásica,87,239,0,1,1,0,0,,2023-06-21,2023,6,2,Verano,Album,79,95.8,Alta,1,0
Anitta,Punk,110,184,0,1,0,1,0,,2023-06-23,2023,6,4,Verano,Single,32,61.18,Media,1,0
Feid,Trap,125,207,1,0,0,1,1,Sam Smith,2023-06-23,2023,6,4,Verano,Album,81,70.57,Alta,1,0
Coldplay,Jazz,79,202,4,0,1,0,1,Twenty One Pilots,2023-06-27,2023,6,1,Verano,Single,61,100.0,Alta,1,0
Doja Cat,Flamenco,91,167,3,0,0,1,0,,2023-06-27,2023,6,1,Verano,Album,49,45.87,Media,0,0
Peso Pluma,Country,85,233,5,0,0,1,0,,2023-06-27,2023,6,1,Verano,Album,86,67.86,Media,1,0
Adele,Tropical,79,184,4,0,0,1,0,,2023-06-28,2023,6,2,Verano,Single,70,60.62,Media,1,0
Don Omar,Punk,173,261,1,1,0,1,0,,2023-06-28,2023,6,2,Verano,Single,62,63.74,Media,1,0
Alan Walker,Trap,96,241,6,0,0,1,0,,2023-07-01,2023,7,5,Verano,Single,63,75.71,Alta,1,0
Shakira,Blues,102,233,4,0,0,1,0,,2023-07-01,2023,7,5,Verano,Album,74,79.49,Alta,1,0
Lewis Capaldi,Pop Latino,113,203,10,0,0,1,0,,2023-07-02,2023,7,6,Verano,Album,51,66.08,Media,1,0
The Weeknd,R&B,148,160,9,0,1,0,1,Anuel AA,2023-07-02,2023,7,6,Verano,Single,44,100.0,Alta,1,1
David Guetta,Country,85,253,9,1,1,0,0,,2023-07-05,2023,7,2,Verano,Single,36,46.25,Media,0,0
Karol G,Flamenco,110,227,2,1,0,1,1,Manuel Turizo,2023-07-05,2023,7,2,Verano,Album,83,77.04,Alta,1,0
Lil Baby,Trap,98,278,7,0,0,1,0,,2023-07-06,2023,7,3,Verano,Single,43,64.0,Media,1,0
Bruno Mars,Urbano,106,152,6,1,0,1,0,,2023-07-07,2023,7,4,Verano,Single,83,88.43,Alta,1,0
Juice WRLD,Urbano,107,199,5,1,0,1,1,Bruno Mars,2023-07-07,2023,7,4,Verano,Album,51,79.13,Alta,1,0
BTS,Clásica,116,202,1,1,1,0,0,,2023-07-08,2023,7,5,Verano,Album,46,58.18,Media,1,0
The Kid LAROI,Folk,104,228,2,0,0,1,0,,2023-07-11,2023,7,1,Verano,Album,73,44.99,Media,0,0
Nicky Jam,Tropical,125,217,5,0,0,1,0,,2023-07-12,2023,7,2,Verano,Album,57,55.25,Media,1,0
Kendrick Lamar,Clásica,160,168,3,1,0,1,0,,2023-07-13,2023,7,3,Verano,Single,54,47.37,Media,0,0
Doja Cat,Clásica,97,186,10,0,0,1,0,,2023-07-14,2023,7,4,Verano,Single,70,49.93,Media,0,0
The Weeknd,R&B,152,136,6,0,0,1,0,,2023-07-16,2023,7,6,Verano,Single,34,45.16,Media,0,0
Rauw Alejandro,Indie,103,267,6,1,0,1,1,Rosalía,2023-07-21,2023,7,4,Verano,Single,58,84.25,Alta,1,0
Selena Gomez,Metal,150,251,9,1,1,0,1,Maluma,2023-07-21,2023,7,4,Verano,Single,80,100.0,Alta,1,0
Rihanna,Trap,100,180,1,1,0,1,0,,2023-07-26,2023,7,2,Verano,Album,51,41.4,Media,0,0
The Weeknd,Techno,148,163,6,0,0,1,0,,2023-07-27,2023,7,3,Verano,Single,77,63.67,Media,1,0
Billie Eilish,K-Pop,124,206,0,1,0,1,0,,2023-08-03,2023,8,3,Verano,Single,43,75.29,Alta,1,0
Miley Cyrus,Rap,117,199,5,1,0,1,0,,2023-08-09,2023,8,2,Verano,Single,36,78.27,Alta,1,0
Twenty One Pilots,Jazz,98,140,6,0,0,1,0,,2023-08-11,2023,8,4,Verano,Album,31,56.39,Media,1,0
Drake,Techno,109,188,0,1,1,0,0,,2023-08-12,2023,8,5,Verano,Single,72,73.82,Alta,1,0
Ed Sheeran,Metal,157,179,8,0,0,1,0,,2023-08-12,2023,8,5,Verano,Single,63,41.11,Media,0,0
Migos,Folk,95,223,3,0,1,0,0,,2023-08-12,2023,8,5,Verano,Single,69,100.0,Alta,1,1
Olivia Rodrigo,Reggaeton,94,226,5,0,0,1,1,Lil Baby,2023-08-13,2023,8,6,Verano,Single,44,83.21,Alta,1,0
Travis Scott,Tropical,85,236,2,1,1,0,0,,2023-08-13,2023,8,6,Verano,Single,62,51.85,Media,1,0
Sam Smith,Jazz,134,235,5,1,0,1,0,,2023-08-15,2023,8,1,Verano,Album,45,65.99,Media,1,0
Billie Eilish,K-Pop,123,225,11,1,1,0,0,,2023-08-16,2023,8,2,Verano,Album,30,56.93,Media,1,0
Demi Lovato,Techno,160,273,0,1,1,0,0,,2023-08-17,2023,8,3,Verano,Album,82,80.71,Alta,1,0
María Becerra,Alternativo,90,199,8,0,0,1,1,Juice WRLD,2023-08-17,2023,8,3,Verano,Album,78,89.2,Alta,1,0
Wisin & Yandel,R&B,92,235,11,1,0,1,0,,2023-08-18,2023,8,4,Verano,Single,57,77.85,Alta,1,0
